ID_Transmision,Canal,Categoria,Espectadores_Pico,Horas_Transmitidas
12180,Streamer_11180,Just Chatting,20126.0,11.1
16366,Streamer_15366,Arte,49344.0,6.9
3449,Streamer_2449,Musica,28877.0,9.4
11164,Streamer_10164,Gaming,8530.0,6.6
6345,Streamer_5345,Gaming,14992.0,5.6
17058,Streamer_16058,Musica,47752.0,2.4
8414,Streamer_7414,Esports,16886.0,10.1
3664,Streamer_2664,Arte,7686.0,10.3
5075,Streamer_4075,Just Chatting,31684.0,8.8
15020,Streamer_14020,Arte,48722.0,7.7
6267,Streamer_5267,Arte,28468.0,1.4
8166,Streamer_7166,Gaming,5022.0,9.1
2070,Streamer_1070,Gaming,42006.0,11.9
14871,Streamer_13871,Musica,42768.0,10.2
1606,Streamer_606,Esports,5939.0,11.2
12520,Streamer_11520,Just Chatting,4868.0,9.6
1216,,Arte,5697.0,3.8
8567,Streamer_7567,Arte,8624.0,2.7
3630,Streamer_2630,Musica,49063.0,11.2
17704,Streamer_16704,Arte,30339.0,7.8
3958,Streamer_2958,Musica,32739.0,8.0
3656,Streamer_2656,Musica,15028.0,3.7
19731,Streamer_18731,Arte,13601.0,2.8
15637,Streamer_14637,Arte,41190.0,7.6
16282,Streamer_15282,Gaming,39197.0,7.3
16364,Streamer_15364,Just Chatting,27867.0,7.9
16795,Streamer_15795,Arte,10074.0,2.0
10627,Streamer_9627,Just Chatting,339.0,9.2
20511,Streamer_19511,Musica,13739.0,6.5
5872,Streamer_4872,Gaming,17281.0,1.1
5926,Streamer_4926,Just Chatting,6904.0,3.5
20823,Streamer_19823,Musica,4576.0,5.6
18244,Streamer_17244,Musica,20550.0,8.6
19290,Streamer_18290,Esports,18979.0,2.2
4707,,Arte,917.0,4.1
12574,Streamer_11574,Gaming,15622.0,1.1
18361,Streamer_17361,Gaming,712.0,5.0
7893,Streamer_6893,Gaming,9970.0,9.3
14895,Streamer_13895,Just Chatting,39527.0,2.7
9476,Streamer_8476,Arte,13063.0,10.7
6620,Streamer_5620,Esports,18133.0,5.1
16067,Streamer_15067,Arte,22349.0,5.9
7275,Streamer_6275,Arte,41293.0,6.0
7257,Streamer_6257,Just Chatting,9036.0,3.8
15128,Streamer_14128,Just Chatting,14253.0,7.0
20280,,Gaming,5970.0,9.3
4639,Streamer_3639,Just Chatting,16068.0,2.6
6503,Streamer_5503,Gaming,45482.0,2.7
19049,,Esports,4199.0,3.8
6357,Streamer_5357,Esports,12845.0,2.3
11490,Streamer_10490,Just Chatting,33258.0,4.6
12927,Streamer_11927,Gaming,5684.0,11.3
4728,Streamer_3728,Gaming,26673.0,10.6
14985,Streamer_13985,Musica,1727.0,10.4
1524,Streamer_524,Musica,26389.0,1.8
11040,Streamer_10040,Gaming,27924.0,6.7
9489,Streamer_8489,Arte,35826.0,2.1
19781,Streamer_18781,Esports,29487.0,10.9
9397,Streamer_8397,Just Chatting,49018.0,6.4
14952,Streamer_13952,Musica,16910.0,4.1
13866,Streamer_12866,Musica,4831.0,10.9
16416,Streamer_15416,Esports,32279.0,10.9
14756,Streamer_13756,Just Chatting,1408.0,1.8
1859,Streamer_859,Gaming,27459.0,7.5
1608,Streamer_608,Arte,32474.0,9.7
7339,Streamer_6339,Esports,32028.0,10.2
19979,Streamer_18979,Arte,35528.0,10.8
20340,Streamer_19340,Musica,688.0,6.0
19912,Streamer_18912,Gaming,35940.0,11.7
13630,Streamer_12630,Esports,33344.0,10.5
15196,Streamer_14196,Esports,,10.3
3276,Streamer_2276,Musica,20895.0,5.5
15082,Streamer_14082,Musica,32116.0,2.2
15094,Streamer_14094,Esports,41478.0,2.1
12917,Streamer_11917,Esports,29323.0,4.6
2854,Streamer_1854,Gaming,49662.0,7.7
1210,Streamer_210,Esports,21602.0,2.0
18727,Streamer_17727,Arte,39899.0,11.3
5018,Streamer_4018,Arte,31755.0,9.3
12665,Streamer_11665,Musica,45675.0,4.6
2313,Streamer_1313,Arte,30140.0,4.6
20839,Streamer_19839,Just Chatting,28597.0,11.4
3673,Streamer_2673,Gaming,20211.0,11.5
9879,Streamer_8879,Musica,19128.0,4.3
2018,Streamer_1018,Just Chatting,19651.0,4.5
2901,Streamer_1901,Arte,1815.0,4.3
17627,Streamer_16627,Musica,21119.0,8.5
15235,Streamer_14235,Just Chatting,46174.0,7.3
7275,Streamer_6275,Arte,41293.0,6.0
18412,Streamer_17412,Musica,15081.0,10.5
10907,Streamer_9907,Musica,48217.0,10.6
10141,Streamer_9141,Gaming,,9.7
16336,Streamer_15336,,22032.0,11.7
14154,Streamer_13154,Esports,8561.0,2.6
19219,Streamer_18219,Esports,34586.0,6.6
9963,Streamer_8963,Arte,356.0,10.3
5374,Streamer_4374,Arte,38779.0,9.3
20803,Streamer_19803,Musica,32946.0,10.2
13625,Streamer_12625,Arte,31067.0,9.3
17747,Streamer_16747,Gaming,30966.0,8.9
5885,Streamer_4885,Just Chatting,889.0,3.0
18524,Streamer_17524,Arte,41130.0,3.5
3629,Streamer_2629,Musica,36998.0,2.2
17629,Streamer_16629,Esports,40563.0,9.3
7641,Streamer_6641,Esports,5173.0,9.3
13663,Streamer_12663,Musica,23596.0,3.4
5160,Streamer_4160,Esports,34904.0,6.1
19712,Streamer_18712,Musica,29381.0,3.9
8270,Streamer_7270,Musica,42711.0,10.6
12217,Streamer_11217,Musica,8509.0,6.5
1174,Streamer_174,Esports,24470.0,5.9
16176,Streamer_15176,Arte,20063.0,2.3
18765,Streamer_17765,Esports,28738.0,7.8
4466,Streamer_3466,Gaming,40695.0,3.8
3182,Streamer_2182,Arte,39251.0,3.8
18893,Streamer_17893,Just Chatting,45034.0,1.3
4291,Streamer_3291,Esports,36850.0,3.0
20091,Streamer_19091,Gaming,26207.0,2.1
2881,Streamer_1881,,6378.0,10.8
9185,Streamer_8185,Esports,35557.0,4.7
6921,Streamer_5921,Gaming,43734.0,10.6
6679,Streamer_5679,Esports,38860.0,7.7
12321,Streamer_11321,Musica,46757.0,6.8
6878,Streamer_5878,Gaming,144.0,1.9
16313,Streamer_15313,Musica,11001.0,9.6
1574,Streamer_574,Just Chatting,49409.0,4.4
14198,Streamer_13198,Just Chatting,13684.0,5.9
6750,Streamer_5750,Esports,43275.0,11.4
4207,Streamer_3207,Musica,8261.0,3.8
6327,Streamer_5327,Arte,31235.0,3.2
1880,Streamer_880,Arte,21673.0,8.5
14796,Streamer_13796,Just Chatting,13917.0,10.3
2903,Streamer_1903,Esports,5999.0,2.3
5242,Streamer_4242,Arte,13518.0,8.5
10978,Streamer_9978,Arte,14095.0,10.9
11395,Streamer_10395,Esports,22193.0,8.4
15182,Streamer_14182,Just Chatting,,9.1
14455,Streamer_13455,Musica,1121.0,9.9
16049,Streamer_15049,Esports,23556.0,8.4
1073,Streamer_73,Arte,35539.0,3.6
16676,Streamer_15676,Arte,34958.0,6.2
5384,Streamer_4384,Just Chatting,40740.0,9.3
14709,Streamer_13709,Just Chatting,25527.0,8.2
16489,Streamer_15489,Esports,48215.0,9.1
11534,Streamer_10534,Gaming,28049.0,10.0
8889,Streamer_7889,Gaming,28622.0,10.0
6696,Streamer_5696,Just Chatting,34595.0,5.2
8262,Streamer_7262,Esports,36442.0,1.5
3875,Streamer_2875,Esports,19871.0,11.0
16227,Streamer_15227,Esports,6122.0,4.5
3301,Streamer_2301,Esports,34954.0,6.0
10908,Streamer_9908,Esports,32708.0,8.8
7278,Streamer_6278,Just Chatting,667.0,7.6
11821,Streamer_10821,Just Chatting,16107.0,2.0
6849,Streamer_5849,Musica,,10.7
11918,Streamer_10918,Just Chatting,12461.0,10.3
4646,Streamer_3646,Arte,16307.0,9.6
15322,Streamer_14322,Esports,23360.0,8.2
18177,Streamer_17177,Arte,34409.0,8.1
1265,Streamer_265,Arte,20619.0,2.7
20196,Streamer_19196,Gaming,3931.0,4.0
6931,Streamer_5931,Musica,9999.0,11.5
2012,Streamer_1012,Musica,28246.0,3.5
15244,Streamer_14244,Just Chatting,49747.0,5.7
10561,Streamer_9561,Gaming,8666.0,2.0
11434,Streamer_10434,Just Chatting,13121.0,10.4
20452,Streamer_19452,Musica,45333.0,3.9
12275,Streamer_11275,Just Chatting,4738.0,2.1
18383,Streamer_17383,Just Chatting,28102.0,2.9
18783,Streamer_17783,Esports,18507.0,9.0
4654,Streamer_3654,Esports,26905.0,4.2
3563,Streamer_2563,Esports,30821.0,9.2
16197,Streamer_15197,Gaming,22335.0,10.1
1997,Streamer_997,Esports,42350.0,1.7
10486,Streamer_9486,Musica,33867.0,4.7
19397,Streamer_18397,Just Chatting,27139.0,8.7
3181,Streamer_2181,Gaming,11543.0,4.4
9871,Streamer_8871,Esports,35996.0,4.8
3724,Streamer_2724,Musica,36523.0,1.0
14114,Streamer_13114,Gaming,29471.0,7.0
18284,Streamer_17284,Esports,17124.0,11.2
11095,Streamer_10095,Esports,21548.0,3.9
5358,Streamer_4358,Just Chatting,4980.0,10.8
10477,Streamer_9477,Gaming,49603.0,3.6
11176,Streamer_10176,Musica,32402.0,7.3
6714,Streamer_5714,Just Chatting,27619.0,1.6
8497,Streamer_7497,Arte,42646.0,6.0
9529,Streamer_8529,Arte,34633.0,4.5
7810,Streamer_6810,Esports,27091.0,2.9
5218,Streamer_4218,Arte,8289.0,2.4
2675,Streamer_1675,Gaming,49496.0,4.5
16459,Streamer_15459,Esports,32767.0,1.4
3689,Streamer_2689,Gaming,26586.0,11.0
18379,Streamer_17379,Arte,49606.0,5.2
4347,Streamer_3347,Esports,907.0,11.1
7285,Streamer_6285,Gaming,15937.0,3.7
4309,Streamer_3309,Arte,897.0,5.9
10214,Streamer_9214,Musica,4692.0,10.6
7180,Streamer_6180,Arte,13583.0,11.4
1611,Streamer_611,Esports,8204.0,2.9
1960,Streamer_960,Arte,37325.0,7.7
3709,Streamer_2709,,12435.0,9.4
8968,Streamer_7968,,13875.0,6.5
10985,Streamer_9985,Just Chatting,13089.0,3.5
4659,Streamer_3659,Gaming,828.0,6.7
13554,Streamer_12554,Musica,42898.0,6.7
2098,Streamer_1098,Esports,3729.0,11.9
10887,Streamer_9887,Just Chatting,44429.0,6.1
19434,Streamer_18434,Esports,19045.0,6.7
11026,Streamer_10026,Musica,34058.0,9.6
3344,Streamer_2344,Musica,18636.0,7.2
11731,Streamer_10731,Just Chatting,48860.0,11.0
9081,Streamer_8081,Gaming,11278.0,5.0
17522,Streamer_16522,Musica,10863.0,3.2
16087,Streamer_15087,Musica,4897.0,4.9
3433,Streamer_2433,Arte,25489.0,1.7
6380,Streamer_5380,Gaming,42594.0,2.6
17470,Streamer_16470,Musica,,7.1
3548,Streamer_2548,Just Chatting,40763.0,6.5
16831,Streamer_15831,Esports,28645.0,5.2
15766,Streamer_14766,Gaming,48958.0,10.5
18317,Streamer_17317,,3984.0,2.8
12141,Streamer_11141,Musica,44577.0,5.4
8902,Streamer_7902,Esports,6204.0,11.5
12703,Streamer_11703,Musica,14389.0,6.0
5080,Streamer_4080,Just Chatting,13744.0,1.0
5679,Streamer_4679,Musica,44193.0,3.7
8773,Streamer_7773,Esports,19397.0,7.1
2833,Streamer_1833,Gaming,8127.0,9.0
17587,Streamer_16587,Arte,,10.0
17933,Streamer_16933,Just Chatting,29923.0,7.0
5299,Streamer_4299,Just Chatting,5643.0,10.8
16123,Streamer_15123,Gaming,15086.0,11.2
18381,Streamer_17381,Esports,41130.0,10.9
5467,Streamer_4467,Gaming,40787.0,11.7
3262,Streamer_2262,Just Chatting,40432.0,10.8
4636,Streamer_3636,Arte,46041.0,7.3
6457,Streamer_5457,Arte,24708.0,1.8
12573,Streamer_11573,Gaming,23615.0,8.5
6148,Streamer_5148,Esports,30708.0,1.4
8422,Streamer_7422,Arte,9803.0,9.2
5712,Streamer_4712,Esports,36013.0,1.0
19544,Streamer_18544,Gaming,11192.0,2.3
16142,Streamer_15142,Musica,38276.0,9.5
7590,Streamer_6590,Esports,26630.0,1.6
7488,Streamer_6488,Just Chatting,35717.0,6.1
6164,Streamer_5164,Arte,49991.0,3.9
5757,Streamer_4757,Arte,9099.0,6.0
8379,Streamer_7379,Gaming,41610.0,11.8
16243,Streamer_15243,Just Chatting,45062.0,3.0
11195,Streamer_10195,Just Chatting,1483.0,6.3
18651,Streamer_17651,Esports,10432.0,3.2
19688,Streamer_18688,Arte,40054.0,1.4
10930,Streamer_9930,Esports,33310.0,7.7
20316,Streamer_19316,Musica,28268.0,4.9
4908,Streamer_3908,Esports,888.0,7.5
2734,Streamer_1734,Esports,16003.0,8.2
12651,Streamer_11651,Musica,34131.0,5.4
6178,Streamer_5178,Arte,38536.0,3.6
10224,Streamer_9224,Esports,17700.0,8.7
8510,Streamer_7510,Arte,22402.0,10.3
7865,Streamer_6865,Esports,5811.0,7.0
13894,Streamer_12894,Just Chatting,2760.0,4.5
17090,Streamer_16090,Arte,40374.0,2.0
14295,Streamer_13295,Gaming,37181.0,9.9
11978,Streamer_10978,Arte,35849.0,7.1
20613,Streamer_19613,Just Chatting,39421.0,1.4
1129,Streamer_129,Esports,17031.0,11.6
3742,Streamer_2742,Arte,41758.0,2.6
14631,Streamer_13631,Musica,3731.0,7.6
17047,Streamer_16047,Musica,48000.0,4.6
6413,Streamer_5413,Arte,28824.0,7.5
16567,Streamer_15567,Gaming,40638.0,6.8
7984,Streamer_6984,Arte,42600.0,9.7
15880,Streamer_14880,Arte,2656.0,6.1
6734,Streamer_5734,Gaming,40594.0,9.8
1016,Streamer_16,Arte,7533.0,8.4
14978,Streamer_13978,Just Chatting,10059.0,7.5
11128,Streamer_10128,Just Chatting,45170.0,8.8
3333,Streamer_2333,Arte,182.0,1.7
1007,Streamer_7,Arte,6865.0,8.9
2334,Streamer_1334,Musica,8685.0,6.4
8375,Streamer_7375,Musica,16669.0,7.0
5517,Streamer_4517,Gaming,18854.0,2.3
3539,Streamer_2539,Gaming,31098.0,6.0
2605,Streamer_1605,Just Chatting,5292.0,2.5
4501,Streamer_3501,Arte,17395.0,7.8
13126,Streamer_12126,Arte,29734.0,2.4
18516,Streamer_17516,Musica,5390.0,7.7
1686,Streamer_686,Esports,26570.0,2.6
4173,Streamer_3173,Gaming,19232.0,10.7
16180,Streamer_15180,Just Chatting,45819.0,10.5
13012,Streamer_12012,Just Chatting,5548.0,6.1
12547,Streamer_11547,Just Chatting,31997.0,4.3
13579,Streamer_12579,Musica,2870.0,11.1
6700,Streamer_5700,Esports,38688.0,3.3
3923,Streamer_2923,Esports,42844.0,4.1
4713,Streamer_3713,Esports,8689.0,4.7
6382,Streamer_5382,Arte,39209.0,10.9
9803,Streamer_8803,Arte,16774.0,10.4
19323,Streamer_18323,Esports,19439.0,5.3
12137,Streamer_11137,Esports,17887.0,4.5
6653,Streamer_5653,Esports,113.0,11.3
12204,Streamer_11204,Gaming,47717.0,2.7
5621,Streamer_4621,Gaming,32076.0,2.6
6463,Streamer_5463,Just Chatting,17015.0,5.1
4947,Streamer_3947,Arte,35446.0,2.3
17443,Streamer_16443,Just Chatting,2950.0,11.1
8962,Streamer_7962,Esports,5196.0,1.5
15966,Streamer_14966,Musica,40875.0,10.4
5911,Streamer_4911,Gaming,18310.0,7.8
6375,Streamer_5375,Gaming,25342.0,6.3
17841,Streamer_16841,Just Chatting,27419.0,9.5
16436,Streamer_15436,Arte,31087.0,10.6
17610,Streamer_16610,,48276.0,7.1
14272,Streamer_13272,Just Chatting,14519.0,2.2
4092,Streamer_3092,Gaming,48069.0,1.8
6883,Streamer_5883,Esports,31109.0,5.1
18069,Streamer_17069,Just Chatting,22991.0,6.3
7068,Streamer_6068,Just Chatting,10540.0,5.1
13997,Streamer_12997,Esports,22170.0,4.9
19591,Streamer_18591,Musica,,10.0
6507,Streamer_5507,Musica,26027.0,1.9
1417,Streamer_417,Musica,9197.0,2.1
12869,Streamer_11869,Just Chatting,5484.0,4.5
17336,Streamer_16336,Just Chatting,16976.0,10.3
13471,Streamer_12471,Just Chatting,5435.0,7.1
7143,Streamer_6143,Just Chatting,35662.0,11.3
14941,Streamer_13941,Esports,13937.0,4.8
16297,Streamer_15297,Esports,1948.0,10.5
3920,Streamer_2920,Musica,34773.0,1.6
2035,Streamer_1035,Arte,29873.0,9.8
17829,Streamer_16829,Just Chatting,8734.0,10.2
11286,Streamer_10286,Esports,48478.0,1.3
6155,Streamer_5155,Gaming,43947.0,8.6
14472,Streamer_13472,Just Chatting,21881.0,10.1
8493,Streamer_7493,Just Chatting,19738.0,7.6
9005,Streamer_8005,Esports,16474.0,2.3
7569,Streamer_6569,,48076.0,11.5
9846,Streamer_8846,Esports,36668.0,9.1
20155,Streamer_19155,Arte,46241.0,6.1
3430,Streamer_2430,Esports,24852.0,8.6
9601,Streamer_8601,Esports,27195.0,3.7
3866,Streamer_2866,Arte,6799.0,1.0
1230,Streamer_230,Esports,3877.0,5.4
5887,Streamer_4887,Arte,36159.0,11.9
9097,Streamer_8097,Just Chatting,41181.0,4.7
4152,Streamer_3152,Just Chatting,5306.0,4.9
19547,Streamer_18547,Musica,4472.0,1.6
3460,Streamer_2460,Gaming,26069.0,10.4
1753,Streamer_753,Musica,8641.0,1.1
16035,Streamer_15035,Musica,44686.0,2.0
18741,Streamer_17741,Just Chatting,15296.0,7.1
3215,Streamer_2215,Esports,4520.0,1.4
10318,Streamer_9318,Gaming,28057.0,1.7
19538,Streamer_18538,Gaming,37963.0,4.1
8029,Streamer_7029,Just Chatting,38136.0,11.0
9809,Streamer_8809,Gaming,8431.0,8.7
16322,Streamer_15322,,33467.0,7.2
5197,Streamer_4197,Just Chatting,35696.0,7.1
7572,Streamer_6572,Musica,24002.0,8.1
11523,Streamer_10523,Just Chatting,43272.0,10.0
18624,Streamer_17624,Gaming,20411.0,9.4
20132,Streamer_19132,Gaming,49377.0,2.6
4411,Streamer_3411,Esports,15412.0,3.8
14681,Streamer_13681,Gaming,2287.0,7.8
12867,Streamer_11867,Arte,11293.0,9.3
1532,Streamer_532,,20550.0,3.7
10421,Streamer_9421,Gaming,43604.0,6.0
9227,Streamer_8227,Gaming,23659.0,1.4
9288,Streamer_8288,Arte,13001.0,9.0
10286,Streamer_9286,,13589.0,8.5
7453,Streamer_6453,Arte,37777.0,6.7
11819,Streamer_10819,Arte,45887.0,4.9
2767,Streamer_1767,Arte,42996.0,6.3
19648,Streamer_18648,Gaming,4643.0,1.7
16614,Streamer_15614,Esports,42922.0,5.0
15106,Streamer_14106,Musica,3148.0,6.9
19331,Streamer_18331,Just Chatting,15041.0,6.1
6000,Streamer_5000,Arte,7296.0,6.8
20863,Streamer_19863,Esports,15331.0,11.1
10832,Streamer_9832,Gaming,9782.0,9.8
5527,Streamer_4527,Gaming,38211.0,4.8
6694,Streamer_5694,Just Chatting,15895.0,9.5
15942,Streamer_14942,Gaming,8806.0,3.6
4951,Streamer_3951,Gaming,26962.0,4.2
11803,Streamer_10803,Esports,8414.0,2.7
1697,Streamer_697,Musica,12005.0,9.3
8353,Streamer_7353,Arte,24784.0,4.8
6833,Streamer_5833,Musica,5630.0,2.6
11270,Streamer_10270,Esports,34425.0,7.3
10850,Streamer_9850,Musica,4386.0,10.4
7002,Streamer_6002,Esports,44506.0,7.7
3974,Streamer_2974,Musica,16092.0,10.0
18257,Streamer_17257,Esports,22799.0,5.7
5425,Streamer_4425,Esports,11959.0,4.7
3751,Streamer_2751,Esports,34303.0,2.5
4407,Streamer_3407,Arte,22820.0,8.2
15391,Streamer_14391,Arte,30257.0,11.0
12731,Streamer_11731,Gaming,31945.0,7.5
19613,Streamer_18613,Just Chatting,25569.0,4.1
5276,Streamer_4276,Musica,7190.0,2.0
11090,Streamer_10090,Just Chatting,7173.0,7.7
19706,Streamer_18706,Just Chatting,2887.0,7.7
11506,Streamer_10506,Just Chatting,45091.0,1.9
20157,Streamer_19157,Musica,3616.0,1.6
5203,Streamer_4203,Arte,46648.0,9.2
14522,Streamer_13522,Esports,32675.0,10.7
7914,Streamer_6914,Arte,5656.0,4.5
4098,Streamer_3098,Esports,6386.0,4.9
18836,Streamer_17836,Esports,19531.0,7.1
7523,Streamer_6523,Esports,35045.0,6.0
6951,Streamer_5951,Just Chatting,30008.0,7.4
2351,Streamer_1351,Gaming,31846.0,7.4
5286,Streamer_4286,Musica,33104.0,4.9
6783,Streamer_5783,Musica,46658.0,8.5
11507,Streamer_10507,Esports,26523.0,10.2
2893,Streamer_1893,Musica,3510.0,2.3
2784,Streamer_1784,Gaming,44615.0,8.2
13063,Streamer_12063,,26235.0,4.9
17213,Streamer_16213,Musica,21268.0,1.3
14438,Streamer_13438,Just Chatting,34970.0,8.3
8286,Streamer_7286,Esports,29331.0,4.1
2185,Streamer_1185,Arte,25685.0,1.2
2988,Streamer_1988,Musica,37100.0,10.1
14970,Streamer_13970,Just Chatting,27957.0,10.1
7663,,Arte,19468.0,5.9
17499,Streamer_16499,Just Chatting,46463.0,2.4
16579,Streamer_15579,Just Chatting,284.0,10.9
19368,Streamer_18368,Gaming,19026.0,7.1
14653,Streamer_13653,Musica,3569.0,1.9
18684,Streamer_17684,Arte,38535.0,8.5
10872,Streamer_9872,,22654.0,2.4
2940,Streamer_1940,Esports,40479.0,4.8
10303,Streamer_9303,Esports,5499.0,3.3
18585,Streamer_17585,Musica,44628.0,10.5
20689,Streamer_19689,Arte,9394.0,9.5
18335,,Just Chatting,30180.0,10.2
10233,Streamer_9233,Esports,19060.0,6.0
4814,Streamer_3814,Gaming,3273.0,9.7
1789,Streamer_789,Esports,28131.0,8.7
13504,Streamer_12504,Arte,39970.0,3.2
2237,Streamer_1237,Arte,44762.0,3.0
19623,Streamer_18623,Arte,32304.0,7.8
11956,Streamer_10956,Gaming,4541.0,1.8
16692,Streamer_15692,Arte,37770.0,11.9
1466,Streamer_466,Esports,43114.0,7.5
2801,Streamer_1801,Arte,9691.0,2.3
3429,Streamer_2429,Just Chatting,46948.0,10.5
9468,Streamer_8468,Musica,23889.0,7.5
19983,Streamer_18983,Arte,48463.0,7.2
7614,Streamer_6614,Arte,28045.0,9.9
19304,Streamer_18304,Musica,37037.0,8.4
18805,Streamer_17805,Arte,49725.0,8.3
2848,Streamer_1848,Just Chatting,49251.0,6.9
13569,Streamer_12569,Just Chatting,40480.0,5.3
18544,Streamer_17544,Just Chatting,45054.0,9.4
10888,Streamer_9888,Musica,1821.0,5.6
4459,Streamer_3459,Musica,32052.0,1.5
20982,Streamer_19982,Esports,,9.8
6967,Streamer_5967,Arte,6684.0,10.1
10075,Streamer_9075,Musica,24667.0,6.5
11352,Streamer_10352,Just Chatting,4996.0,6.9
14640,Streamer_13640,Gaming,1687.0,11.1
4310,Streamer_3310,Musica,17300.0,11.1
16712,Streamer_15712,Just Chatting,48779.0,3.3
19184,Streamer_18184,Musica,6915.0,1.4
10199,Streamer_9199,Musica,18609.0,5.7
12085,Streamer_11085,Arte,18573.0,6.6
4562,Streamer_3562,Gaming,39869.0,1.2
5640,Streamer_4640,Gaming,37204.0,9.6
9096,Streamer_8096,Just Chatting,43561.0,4.0
15424,Streamer_14424,Gaming,27330.0,2.9
3981,Streamer_2981,Arte,25257.0,5.3
10822,Streamer_9822,Just Chatting,16424.0,7.1
8129,Streamer_7129,Gaming,15926.0,9.7
17726,Streamer_16726,Just Chatting,38865.0,7.6
20977,Streamer_19977,Just Chatting,44202.0,2.9
7652,Streamer_6652,Esports,30093.0,3.1
12132,Streamer_11132,Arte,38512.0,6.0
13071,Streamer_12071,Esports,11922.0,9.9
17781,Streamer_16781,Esports,32078.0,3.0
19639,Streamer_18639,Esports,28362.0,1.4
11827,Streamer_10827,Just Chatting,45086.0,3.6
12623,Streamer_11623,Just Chatting,753.0,7.8
12546,Streamer_11546,Gaming,45211.0,6.0
10910,Streamer_9910,Arte,23201.0,6.9
15173,Streamer_14173,Just Chatting,14400.0,5.3
13359,Streamer_12359,Musica,37408.0,2.3
8032,Streamer_7032,Just Chatting,37484.0,10.8
19864,Streamer_18864,Musica,2780.0,2.9
15025,Streamer_14025,Musica,47768.0,5.8
7898,Streamer_6898,Esports,34845.0,4.0
12130,Streamer_11130,Musica,10578.0,4.4
18804,Streamer_17804,Musica,4207.0,1.4
15491,Streamer_14491,Arte,2549.0,10.7
4750,Streamer_3750,Just Chatting,12337.0,11.6
1916,Streamer_916,Esports,29338.0,4.9
20895,Streamer_19895,Just Chatting,49188.0,10.4
15914,Streamer_14914,Musica,49422.0,7.9
1278,Streamer_278,Arte,6366.0,4.2
5835,Streamer_4835,Esports,42455.0,9.1
20226,Streamer_19226,Esports,31068.0,7.5
19679,Streamer_18679,Gaming,7517.0,2.8
6310,Streamer_5310,Gaming,36009.0,10.9
20985,Streamer_19985,Musica,26323.0,6.1
16836,Streamer_15836,Esports,1568.0,8.5
13128,Streamer_12128,Just Chatting,32185.0,6.1
15212,Streamer_14212,Esports,12774.0,11.5
6854,Streamer_5854,Arte,714.0,1.4
10532,Streamer_9532,Arte,18219.0,1.3
7527,Streamer_6527,Just Chatting,21746.0,9.5
13074,Streamer_12074,Just Chatting,22067.0,3.8
16955,Streamer_15955,Musica,9409.0,6.0
6723,Streamer_5723,Just Chatting,37619.0,3.1
4560,Streamer_3560,Gaming,16889.0,4.0
6564,Streamer_5564,Musica,26724.0,5.3
8467,Streamer_7467,Esports,48777.0,9.3
20074,Streamer_19074,Musica,45393.0,5.9
17247,Streamer_16247,Arte,317.0,8.0
5953,Streamer_4953,Musica,30650.0,5.3
16317,Streamer_15317,Just Chatting,44911.0,4.6
7396,Streamer_6396,Gaming,6319.0,11.6
14097,Streamer_13097,,19178.0,2.3
6906,Streamer_5906,Gaming,24298.0,4.2
1027,Streamer_27,Arte,41617.0,4.3
20306,Streamer_19306,Gaming,38622.0,8.9
8930,Streamer_7930,Just Chatting,3491.0,10.7
8888,Streamer_7888,Just Chatting,9117.0,2.5
3158,Streamer_2158,Esports,38188.0,11.8
13567,Streamer_12567,Esports,40526.0,4.1
13035,Streamer_12035,Gaming,3825.0,10.6
15321,Streamer_14321,Musica,44688.0,2.7
15685,Streamer_14685,,31674.0,10.2
4987,Streamer_3987,Esports,20603.0,3.6
4830,Streamer_3830,Just Chatting,37116.0,7.3
9724,Streamer_8724,Arte,2207.0,1.7
6010,Streamer_5010,Arte,17893.0,10.3
6957,Streamer_5957,Arte,44553.0,3.3
16851,Streamer_15851,Esports,18713.0,5.9
18669,Streamer_17669,Musica,35709.0,11.6
8544,Streamer_7544,Musica,36044.0,9.7
20830,Streamer_19830,Musica,17257.0,6.2
11937,Streamer_10937,Arte,5816.0,5.8
9016,,Musica,33998.0,9.1
5059,Streamer_4059,Arte,39086.0,6.8
17940,Streamer_16940,Esports,10640.0,2.9
8095,Streamer_7095,Esports,40460.0,11.8
6461,Streamer_5461,Just Chatting,21723.0,5.6
6212,Streamer_5212,Musica,13208.0,7.9
10164,Streamer_9164,Musica,38861.0,8.6
6101,Streamer_5101,Musica,47783.0,11.3
6609,Streamer_5609,Just Chatting,13242.0,8.1
13654,Streamer_12654,Arte,23703.0,10.9
8261,Streamer_7261,Just Chatting,41514.0,2.4
4745,Streamer_3745,Gaming,34341.0,10.2
1571,Streamer_571,Esports,31534.0,9.3
7274,Streamer_6274,Arte,11513.0,8.8
11471,Streamer_10471,Esports,34383.0,1.9
16512,Streamer_15512,Just Chatting,14184.0,1.8
6134,Streamer_5134,Arte,8044.0,10.8
5961,Streamer_4961,Musica,21160.0,7.3
20875,Streamer_19875,Musica,3269.0,7.5
13813,Streamer_12813,Esports,42797.0,7.8
16332,Streamer_15332,Esports,33897.0,10.4
17311,Streamer_16311,Just Chatting,45839.0,11.9
7983,Streamer_6983,Just Chatting,24142.0,4.2
16398,Streamer_15398,Just Chatting,42925.0,5.7
17491,Streamer_16491,Esports,41097.0,7.7
19700,Streamer_18700,Musica,5390.0,5.9
