ID_Envio,Region,Varietal,Destino,Botellas_Exportadas,Ingreso_Dolares
50826,Lujan de Cuyo,Syrah,China,1370,23461.166662406635
51282,Maipu,Syrah,Brasil,1446,19910.943239751265
50042,Valle de Uco,Syrah,China,1509,34180.523520985436
52853,Lujan de Cuyo,Malbec,USA,699,13016.149674598828
50411,San Rafael,Syrah,USA,1358,23307.13385126973
50252,San Rafael,Syrah,China,1147,28542.53257403947
52058,Lujan de Cuyo,Chardonnay,USA,1472,20617.744229727
52758,Lujan de Cuyo,Syrah,China,749,16681.169039089425
51080,Maipu,Chardonnay,Brasil,1562,27859.212649008306
52427,Valle de Uco,Chardonnay,UK,1171,15831.159089707453
51814,San Rafael,Syrah,Brasil,1298,19418.892105896604
51169,San Rafael,Malbec,Brasil,1343,20692.728089742533
53334,Maipu,Cabernet Sauvignon,Brasil,1287,25404.692650819055
51650,Valle de Uco,Syrah,Brasil,860,
52022,Maipu,Malbec,USA,1072,25318.06255152624
52859,San Rafael,Malbec,Brasil,835,15946.166339682915
50499,Maipu,Syrah,USA,1455,19830.067188884103
52729,Valle de Uco,Chardonnay,China,1376,32260.123696096223
52412,San Rafael,Cabernet Sauvignon,USA,1452,20475.101930498306
51186,San Rafael,Chardonnay,Brasil,1266,16510.4391053661
52553,Valle de Uco,Cabernet Sauvignon,UK,1070,22556.498342588817
52714,Valle de Uco,Cabernet Sauvignon,USA,1029,24462.672356535793
51008,Lujan de Cuyo,Chardonnay,USA,1324,21253.161792463266
52711,Lujan de Cuyo,Cabernet Sauvignon,Brasil,1487,16036.920469033741
50340,Lujan de Cuyo,Syrah,Brasil,1431,20898.92989820388
51515,Lujan de Cuyo,Chardonnay,Brasil,1008,14784.488579283361
50090,San Rafael,Malbec,USA,1072,14029.564112922228
52997,Lujan de Cuyo,Cabernet Sauvignon,USA,545,10601.085879758386
50767,Maipu,Malbec,China,1509,32681.54464936728
51622,Valle de Uco,Chardonnay,Brasil,1374,27697.597243905333
50173,Lujan de Cuyo,Malbec,UK,1117,25755.678745776182
50936,Lujan de Cuyo,Syrah,China,1212,22368.903066448715
52059,Lujan de Cuyo,Chardonnay,UK,620,13903.30685095264
51384,San Rafael,Chardonnay,Brasil,1355,14525.794463636503
53375,Valle de Uco,Syrah,USA,1144,16823.99345559799
52176,Lujan de Cuyo,Syrah,China,1140,21852.624760107716
53020,San Rafael,Malbec,Brasil,1115,24719.50804951344
52300,Maipu,Cabernet Sauvignon,China,1074,23359.065825701076
51082,Maipu,Cabernet Sauvignon,Brasil,841,10067.129459085225
53456,Maipu,Cabernet Sauvignon,China,934,21579.702255925153
50331,Maipu,Chardonnay,Brasil,1263,16125.607518339735
50486,Lujan de Cuyo,Cabernet Sauvignon,Brasil,903,13194.819128025552
50686,San Rafael,Malbec,China,778,10050.558261528142
51022,San Rafael,Chardonnay,Brasil,1013,23407.693348634686
50734,Lujan de Cuyo,Chardonnay,USA,1549,28709.565217159932
52217,Lujan de Cuyo,Cabernet Sauvignon,UK,951,15879.345769286007
51731,San Rafael,Cabernet Sauvignon,UK,1231,27144.201061502154
51641,Lujan de Cuyo,Syrah,USA,1600,37405.84236616396
51607,Lujan de Cuyo,Syrah,UK,701,16428.13490717477
52559,Valle de Uco,Chardonnay,Brasil,1218,25247.44766174742
52630,Maipu,Chardonnay,UK,1396,28993.682298161748
52081,San Rafael,Syrah,Brasil,987,23329.975714828644
51999,Maipu,Chardonnay,UK,1153,27821.988840099577
50874,San Rafael,Chardonnay,UK,1474,28564.559709058256
50137,Maipu,Chardonnay,Brasil,904,9767.912719195872
50106,Valle de Uco,Chardonnay,China,1346,24129.004064733555
50128,Maipu,Malbec,UK,1586,
51839,San Rafael,Chardonnay,UK,1466,24734.35423638193
52610,San Rafael,Syrah,China,685,6962.258489770162
52548,San Rafael,Cabernet Sauvignon,Brasil,1502,32489.365903400852
50166,San Rafael,Malbec,UK,1177,11809.468554825942
50621,Valle de Uco,Malbec,UK,1224,23300.553223253166
50181,Maipu,Syrah,Brasil,1422,21721.474627555013
53324,San Rafael,Syrah,UK,1595,21715.1529767876
52260,San Rafael,Cabernet Sauvignon,UK,1189,24551.741065942948
51818,San Rafael,Cabernet Sauvignon,UK,1714,30605.088766122204
52736,Valle de Uco,Syrah,UK,1107,27425.294518094917
52057,Valle de Uco,Syrah,UK,1136,20143.19271460592
51669,San Rafael,Malbec,USA,854,17232.15672731844
52319,Lujan de Cuyo,Malbec,UK,722,16074.368152771078
50944,Lujan de Cuyo,Syrah,Brasil,1156,12101.126643578376
51069,Valle de Uco,Malbec,USA,1184,27321.159256460964
50652,Valle de Uco,Malbec,Brasil,1188,14104.356188978365
51799,Maipu,Cabernet Sauvignon,China,1313,21559.14066711579
52592,Maipu,Malbec,Brasil,1013,10757.662612389266
53196,San Rafael,Cabernet Sauvignon,USA,1449,19127.780079467175
51291,Maipu,Cabernet Sauvignon,UK,1947,30122.89251931494
50888,San Rafael,Chardonnay,Brasil,1607,23036.98681525018
53341,Maipu,Syrah,Brasil,1251,16380.83379760719
52283,Lujan de Cuyo,Malbec,Brasil,742,15800.477096240329
50892,Valle de Uco,Chardonnay,Brasil,1215,17532.795095404264
52960,Valle de Uco,Chardonnay,UK,1178,24794.23216731938
53422,Maipu,Cabernet Sauvignon,China,1387,
53093,Maipu,Malbec,China,922,21090.469033788646
50091,Lujan de Cuyo,Malbec,UK,1178,12843.282054006419
52372,Valle de Uco,Chardonnay,China,1416,26117.037580491422
51391,Valle de Uco,Syrah,Brasil,1245,23804.0345816841
51601,Maipu,Cabernet Sauvignon,UK,1367,28391.781287843183
53203,Valle de Uco,Cabernet Sauvignon,Brasil,902,20896.68827247745
51171,Valle de Uco,Syrah,Brasil,969,18765.942372538284
50800,Valle de Uco,Chardonnay,Brasil,1208,20984.415285504514
51403,San Rafael,Cabernet Sauvignon,Brasil,1170,22379.325254459014
52020,Lujan de Cuyo,Chardonnay,USA,1127,12408.445362076469
53429,San Rafael,Chardonnay,China,1502,32803.73360936621
50377,Maipu,Malbec,Brasil,1424,21641.51553809248
51004,Lujan de Cuyo,Cabernet Sauvignon,China,899,14855.094277460588
50559,Valle de Uco,Cabernet Sauvignon,Brasil,1179,17512.107940433605
51374,San Rafael,Cabernet Sauvignon,USA,603,9224.465945411628
51393,Lujan de Cuyo,Syrah,Brasil,1367,29033.211230698897
51034,Valle de Uco,Chardonnay,Brasil,1285,22352.28180714587
50515,Maipu,Chardonnay,Brasil,1413,23016.059787856753
51514,Lujan de Cuyo,Malbec,Brasil,1484,29329.414956338158
51380,San Rafael,Malbec,China,1732,32556.139237135772
52959,San Rafael,Malbec,China,1308,16431.28788213555
52444,Lujan de Cuyo,Malbec,China,940,13277.943274262188
51779,Maipu,Chardonnay,USA,1220,23897.685985068707
52163,San Rafael,Malbec,China,1372,33369.46157857032
52874,Valle de Uco,Syrah,UK,1336,26632.313478683467
52513,Maipu,Cabernet Sauvignon,USA,1080,12682.335361140153
52640,Maipu,Cabernet Sauvignon,USA,907,20527.521170034142
52500,Lujan de Cuyo,Cabernet Sauvignon,USA,1058,15965.258931286735
50862,Lujan de Cuyo,Chardonnay,UK,1421,14326.113265872636
51734,Maipu,Malbec,China,672,16268.313913900347
52360,San Rafael,Cabernet Sauvignon,Brasil,1401,34000.426619585
51432,Valle de Uco,Malbec,China,584,9234.467450052538
53483,San Rafael,Malbec,UK,802,14223.00094786606
52046,San Rafael,Cabernet Sauvignon,USA,957,15110.4761444442
51425,Maipu,Malbec,UK,1072,16381.191097333385
50333,Lujan de Cuyo,Syrah,UK,1258,13452.024647744665
53466,San Rafael,Chardonnay,USA,1388,14385.369330065938
53465,Lujan de Cuyo,Syrah,Brasil,753,14368.499936464053
52230,San Rafael,Chardonnay,UK,1285,16742.748311169777
50088,San Rafael,Cabernet Sauvignon,UK,582,10112.401845680963
51716,Maipu,Malbec,Brasil,1841,34127.082311238286
50498,Maipu,Cabernet Sauvignon,UK,1366,24193.2595093196
52205,Lujan de Cuyo,Malbec,China,1031,10914.059260106229
52624,San Rafael,Malbec,UK,856,17055.069103939502
50890,San Rafael,Cabernet Sauvignon,UK,1644,30064.930972930204
52613,Lujan de Cuyo,Chardonnay,China,1274,21820.532505450148
50213,Lujan de Cuyo,Cabernet Sauvignon,Brasil,1383,19946.70958585982
52829,Valle de Uco,Chardonnay,China,767,15256.141110077373
52352,Maipu,Cabernet Sauvignon,UK,1040,25385.30710113957
51527,San Rafael,Cabernet Sauvignon,Brasil,1155,24004.5842932089
50315,Maipu,Cabernet Sauvignon,USA,924,22894.108915017347
51289,San Rafael,Chardonnay,Brasil,1559,28967.616302706985
50015,Lujan de Cuyo,Cabernet Sauvignon,China,1527,17472.099738001474
50420,Lujan de Cuyo,Chardonnay,USA,1644,18537.624049318874
51157,Lujan de Cuyo,Syrah,Brasil,1361,29505.714164069872
53003,Lujan de Cuyo,Malbec,USA,1095,20734.400534526445
53486,Maipu,Malbec,UK,1059,13852.966053831962
52207,Valle de Uco,Malbec,Brasil,1192,29111.577493004163
53142,Maipu,Chardonnay,UK,1441,35467.22744196307
53440,Valle de Uco,Cabernet Sauvignon,Brasil,1076,21505.1849497169
51225,San Rafael,Syrah,UK,853,16453.68613048171
51424,Valle de Uco,Malbec,Brasil,1013,20954.805346202553
52399,Lujan de Cuyo,Cabernet Sauvignon,UK,1349,25168.527109414794
50574,San Rafael,Syrah,UK,1334,32976.43568095053
50014,Valle de Uco,Chardonnay,UK,1399,28893.957599310677
50347,San Rafael,Chardonnay,USA,843,10007.188771382564
53056,Valle de Uco,Syrah,USA,1123,13067.344146831816
52425,Maipu,Syrah,China,783,13007.975322964401
50276,Valle de Uco,Malbec,Brasil,1257,18470.532237866522
50915,Lujan de Cuyo,Malbec,China,1174,16088.236122792863
50297,Maipu,Cabernet Sauvignon,USA,1270,14829.308109355525
53394,Lujan de Cuyo,Malbec,UK,1201,16679.437450869875
51343,Valle de Uco,Chardonnay,USA,698,
51627,Lujan de Cuyo,Syrah,Brasil,1229,21483.055884413137
52689,Lujan de Cuyo,Cabernet Sauvignon,USA,1336,25957.8321859431
52676,Lujan de Cuyo,Chardonnay,Brasil,1368,31618.03770941006
50474,Maipu,Syrah,USA,1167,18933.946654745483
50775,Lujan de Cuyo,Cabernet Sauvignon,UK,941,9490.422905878848
53082,San Rafael,Chardonnay,Brasil,1251,19710.723653004294
50773,Valle de Uco,Syrah,Brasil,1218,16946.583020387356
51434,Valle de Uco,Malbec,UK,1899,31171.20719017568
51007,Lujan de Cuyo,Cabernet Sauvignon,UK,932,17769.227998060283
53370,San Rafael,Syrah,Brasil,789,12445.279424550394
50443,Valle de Uco,Cabernet Sauvignon,UK,1299,26734.34290270189
53085,Maipu,Syrah,Brasil,949,21926.49844765468
50847,San Rafael,Chardonnay,Brasil,749,13720.248854208983
52876,San Rafael,Malbec,UK,1535,25942.961368545297
51445,Maipu,Chardonnay,USA,765,10581.846538061556
53002,Maipu,Cabernet Sauvignon,Brasil,732,15546.718230545679
52087,Maipu,Malbec,UK,1381,18859.04793138281
50662,Lujan de Cuyo,Syrah,Brasil,906,20454.614243379398
50402,Maipu,Malbec,Brasil,981,18475.604097399082
50316,Valle de Uco,Malbec,China,1421,18913.41312076127
53282,Valle de Uco,Chardonnay,Brasil,1271,29922.661481015813
50806,Lujan de Cuyo,Malbec,Brasil,1538,26724.175652133417
52533,Lujan de Cuyo,Malbec,Brasil,1110,24440.789570628876
50653,Maipu,Malbec,UK,1277,14809.951368085887
50068,Lujan de Cuyo,Syrah,Brasil,685,12556.926256091972
50423,San Rafael,Malbec,China,1340,32781.020345761004
53437,Lujan de Cuyo,Malbec,Brasil,1002,13477.114028621874
50556,Valle de Uco,Malbec,USA,1642,23346.81912042819
52078,Maipu,Syrah,USA,1088,
52949,Valle de Uco,Cabernet Sauvignon,USA,877,15111.407922460541
51083,Lujan de Cuyo,Chardonnay,Brasil,1235,15455.345947521771
52188,Lujan de Cuyo,Cabernet Sauvignon,China,1275,19587.44805213429
51708,Lujan de Cuyo,Cabernet Sauvignon,UK,947,15942.457271327681
52439,Maipu,Syrah,China,733,10518.364235778747
50749,San Rafael,Syrah,UK,1458,33572.24033617388
51426,Lujan de Cuyo,Chardonnay,UK,1703,18430.40039156905
51345,Lujan de Cuyo,Malbec,USA,716,12988.304757945692
50796,Lujan de Cuyo,Syrah,USA,1173,20300.04060265339
51783,Maipu,Syrah,USA,877,18744.91968978948
53493,San Rafael,Chardonnay,USA,1017,10825.472928223058
50850,Valle de Uco,Chardonnay,UK,1038,25625.077114786003
52432,Valle de Uco,Cabernet Sauvignon,USA,558,6644.343888330305
51556,San Rafael,Cabernet Sauvignon,China,1026,21085.16499156697
51376,San Rafael,Syrah,China,1290,29033.477588882182
51864,San Rafael,Syrah,Brasil,1017,18972.32697339841
52800,Valle de Uco,Cabernet Sauvignon,UK,1421,18246.316731329993
52986,Valle de Uco,Chardonnay,USA,1098,26275.946941362425
52318,Lujan de Cuyo,Syrah,Brasil,965,18833.226938716896
51447,Valle de Uco,Cabernet Sauvignon,USA,1652,25421.24464490082
51989,Lujan de Cuyo,Syrah,UK,1480,16204.227777235265
52612,San Rafael,Chardonnay,China,1022,21382.38750635449
52440,Lujan de Cuyo,Malbec,Brasil,1134,12548.733465665679
51589,Lujan de Cuyo,Chardonnay,China,1045,20273.543011944894
53333,San Rafael,Malbec,China,1025,21206.2233301567
52111,Valle de Uco,Syrah,Brasil,1039,15901.353017941354
52890,Valle de Uco,Syrah,China,1488,18154.19948718448
50300,Valle de Uco,Chardonnay,UK,1034,21149.16136535758
51073,Lujan de Cuyo,Chardonnay,China,1023,23926.33713343142
51272,San Rafael,Cabernet Sauvignon,Brasil,1419,15610.533855254893
52413,Maipu,Syrah,USA,1247,18167.873617263434
52925,Valle de Uco,Cabernet Sauvignon,Brasil,1357,28654.497703469442
50548,Lujan de Cuyo,Chardonnay,Brasil,1691,21192.474542680327
51348,San Rafael,Chardonnay,UK,1038,14357.239235624222
53248,Valle de Uco,Malbec,UK,1287,13215.399456454123
52814,Lujan de Cuyo,Syrah,Brasil,978,18890.952006838976
52686,Lujan de Cuyo,Cabernet Sauvignon,China,794,10955.984770876139
52840,Maipu,Cabernet Sauvignon,Brasil,1498,30031.6430182391
52480,Maipu,Chardonnay,Brasil,1641,18596.939131966203
51428,Maipu,Syrah,China,1808,21102.982128836073
53306,Lujan de Cuyo,Cabernet Sauvignon,USA,752,
51325,Maipu,Cabernet Sauvignon,China,1449,35396.25063258223
52285,Valle de Uco,Cabernet Sauvignon,USA,1247,14045.331173355835
51618,Valle de Uco,Syrah,USA,1277,18777.35495830317
51396,Valle de Uco,Malbec,UK,1275,30827.734215232802
53039,San Rafael,Cabernet Sauvignon,UK,1269,
52301,Maipu,Syrah,UK,668,12482.605333593383
51103,San Rafael,Chardonnay,Brasil,929,18024.83908583427
50546,San Rafael,Syrah,Brasil,752,8562.858730687092
52927,Valle de Uco,Syrah,UK,965,19798.133066279137
50330,Valle de Uco,Cabernet Sauvignon,Brasil,957,16706.558124902975
52995,San Rafael,Chardonnay,China,1062,22373.92901824519
52765,Maipu,Chardonnay,UK,1110,25170.455664114997
52337,San Rafael,Chardonnay,China,1035,10893.820861735994
52775,Lujan de Cuyo,Cabernet Sauvignon,Brasil,933,21479.82947108536
51852,Lujan de Cuyo,Cabernet Sauvignon,Brasil,1233,13168.948053211921
51013,Maipu,Cabernet Sauvignon,Brasil,1375,31113.95118028887
51357,Valle de Uco,Malbec,USA,1450,35028.02383685126
51623,San Rafael,Syrah,Brasil,1495,32262.436497215636
51196,San Rafael,Malbec,UK,1056,15153.030567502894
50765,Maipu,Malbec,UK,1238,17350.219495210193
51283,Maipu,Chardonnay,USA,915,
51111,Valle de Uco,Malbec,China,1203,22832.936554666925
51449,Lujan de Cuyo,Syrah,USA,1133,13446.31128143405
51714,Maipu,Cabernet Sauvignon,USA,1611,16358.04836880971
53275,San Rafael,Cabernet Sauvignon,Brasil,1508,25385.308214286488
50937,Lujan de Cuyo,Cabernet Sauvignon,China,1539,25901.612309232834
50123,San Rafael,Chardonnay,USA,1116,24474.958696143352
52802,Maipu,Malbec,UK,1104,21974.608556870196
50235,Lujan de Cuyo,Malbec,USA,1209,28231.05982454934
53326,Lujan de Cuyo,Cabernet Sauvignon,Brasil,825,18627.21803707844
50089,Maipu,Chardonnay,Brasil,1525,18439.44984187641
50544,Lujan de Cuyo,Cabernet Sauvignon,USA,1078,22194.980796007374
50061,Lujan de Cuyo,Cabernet Sauvignon,UK,1482,29803.480935027117
51201,Valle de Uco,Cabernet Sauvignon,Brasil,1060,21424.697291165223
50110,Valle de Uco,Chardonnay,China,1221,14027.317475595577
51520,Maipu,Malbec,USA,986,19823.330277027606
52406,Valle de Uco,Malbec,China,1626,34907.94568334594
51534,Lujan de Cuyo,Syrah,USA,1276,22696.60317550745
52090,San Rafael,Syrah,USA,907,13004.11248895447
53367,Valle de Uco,Chardonnay,Brasil,1220,30262.98697370941
52085,San Rafael,Cabernet Sauvignon,USA,1382,21444.835670281187
50185,Valle de Uco,Malbec,UK,863,16801.64245988247
52252,Valle de Uco,Malbec,USA,1219,19238.024280326306
50836,Valle de Uco,Syrah,Brasil,1219,20554.53153111113
52097,Maipu,Chardonnay,UK,1359,31993.668568024226
50404,Valle de Uco,Cabernet Sauvignon,China,1557,18948.94202688655
51253,Valle de Uco,Chardonnay,China,1085,19874.247647918644
51248,Valle de Uco,Cabernet Sauvignon,UK,1306,26966.493548315728
51236,Lujan de Cuyo,Malbec,China,1222,19141.603257942876
52214,Maipu,Chardonnay,Brasil,1045,26094.416266550084
50792,San Rafael,Syrah,UK,937,14086.404056473168
50338,San Rafael,Chardonnay,UK,1689,19672.1491696052
52544,Valle de Uco,Cabernet Sauvignon,UK,932,19280.054961074475
51939,Maipu,Chardonnay,UK,809,19868.36842094986
51398,Lujan de Cuyo,Malbec,USA,1458,25034.391870886382
51259,Valle de Uco,Cabernet Sauvignon,UK,1211,29876.9496949932
52931,Maipu,Chardonnay,USA,1724,30109.631080825442
50879,Lujan de Cuyo,Chardonnay,UK,1392,25775.44346866896
51485,Lujan de Cuyo,Malbec,USA,679,8602.426845582388
51143,Valle de Uco,Malbec,Brasil,1651,40726.30463708497
52164,San Rafael,Cabernet Sauvignon,UK,1243,18132.383632385005
53043,Lujan de Cuyo,Syrah,China,1497,19792.044636072544
52144,Valle de Uco,Syrah,Brasil,1649,18456.16858716401
50415,Maipu,Syrah,Brasil,1066,18095.596840482172
51110,Lujan de Cuyo,Cabernet Sauvignon,USA,1372,13786.781321590426
51711,Maipu,Chardonnay,USA,1184,21573.098580354228
53079,Lujan de Cuyo,Malbec,UK,713,15871.911688111617
50291,Valle de Uco,Malbec,UK,1860,22585.17030974723
52650,San Rafael,Chardonnay,UK,1575,18600.91425038135
51249,Valle de Uco,Syrah,UK,1476,20432.719819136397
50146,San Rafael,Chardonnay,UK,705,8160.3264126319755
53164,San Rafael,Syrah,UK,1966,48241.29171253239
50307,Lujan de Cuyo,Cabernet Sauvignon,Brasil,1205,24764.342569975917
52166,Lujan de Cuyo,Cabernet Sauvignon,USA,1180,16800.977666699593
52741,Lujan de Cuyo,Malbec,UK,949,12251.00070249659
50510,San Rafael,Chardonnay,USA,905,18209.904002596246
50083,Maipu,Chardonnay,USA,760,18802.96961557335
50378,Lujan de Cuyo,Syrah,Brasil,1122,15509.997802800059
50417,San Rafael,Malbec,USA,1079,24955.94223327958
51955,San Rafael,Chardonnay,China,1339,32484.855299160095
51134,San Rafael,Chardonnay,Brasil,1052,14759.311450006975
51934,San Rafael,Cabernet Sauvignon,UK,1459,34164.90228149267
52084,Lujan de Cuyo,Chardonnay,China,764,18731.475567159705
52913,Maipu,Chardonnay,China,1210,25062.411316409696
50835,Maipu,Malbec,Brasil,1374,19439.419000921698
51330,Maipu,Cabernet Sauvignon,USA,1319,19689.041664461914
52761,Valle de Uco,Cabernet Sauvignon,USA,1207,25532.75010347054
50116,San Rafael,Cabernet Sauvignon,China,992,13067.362960185968
53066,San Rafael,Malbec,USA,791,11110.93254212204
50429,Maipu,Syrah,China,869,18590.291832001858
52270,Maipu,Malbec,Brasil,1397,17137.19943966771
51383,Valle de Uco,Syrah,USA,1081,19751.215604555506
52483,Lujan de Cuyo,Malbec,China,1406,18951.533240359266
50763,Maipu,Syrah,China,735,11710.976623288223
50294,San Rafael,Chardonnay,UK,880,21934.616052832418
50598,Maipu,Chardonnay,UK,1020,10291.376779779197
50112,Lujan de Cuyo,Cabernet Sauvignon,China,1575,24290.52417114309
51092,San Rafael,Syrah,Brasil,1502,19110.653652406538
52497,Maipu,Syrah,China,1198,27813.613993405535
50886,San Rafael,Chardonnay,China,783,7858.073296563407
53060,Valle de Uco,Syrah,Brasil,1408,25341.934493264096
52721,San Rafael,Malbec,USA,1218,23715.999356988938
53345,Maipu,Syrah,Brasil,1066,
50752,Valle de Uco,Chardonnay,USA,893,
51305,Valle de Uco,Cabernet Sauvignon,China,1056,12845.747568957
50326,San Rafael,Malbec,China,1285,31432.11196680704
51901,Valle de Uco,Syrah,China,500,12428.995988674107
53257,Valle de Uco,Malbec,USA,1706,41429.36363232327
52083,Lujan de Cuyo,Chardonnay,China,1475,20527.972776709794
52720,Maipu,Chardonnay,UK,1643,29322.774452745183
52902,San Rafael,Cabernet Sauvignon,USA,1541,32287.819868469054
51072,San Rafael,Cabernet Sauvignon,USA,1391,29128.450762113363
53261,San Rafael,Syrah,Brasil,1002,11237.89803414838
53015,Lujan de Cuyo,Malbec,UK,1147,21339.739534321532
51670,Maipu,Cabernet Sauvignon,UK,1080,12074.50114167216
50745,Maipu,Malbec,China,1213,22878.3561248107
53294,Valle de Uco,Cabernet Sauvignon,Brasil,1505,30887.48434853462
50751,Maipu,Chardonnay,China,1506,30203.187654191355
50366,Valle de Uco,Cabernet Sauvignon,Brasil,1133,22129.892410804656
50967,Lujan de Cuyo,Syrah,USA,964,11059.065487366315
52864,Maipu,Chardonnay,China,1376,
52743,Lujan de Cuyo,Chardonnay,UK,897,18888.10592641303
51146,Lujan de Cuyo,Chardonnay,UK,1161,16075.901865828213
51810,Maipu,Malbec,USA,1132,20600.120739734804
52652,San Rafael,Cabernet Sauvignon,China,1678,36411.224854816035
52094,Maipu,Chardonnay,China,999,12261.56901034469
53121,Maipu,Syrah,USA,1171,27500.905599063506
51579,Lujan de Cuyo,Cabernet Sauvignon,USA,1495,27322.778186503157
51881,San Rafael,Malbec,UK,1531,32630.203310237837
52844,Lujan de Cuyo,Malbec,China,1162,28303.50342538706
52115,Maipu,Chardonnay,UK,1682,21201.974131193674
51411,Valle de Uco,Syrah,USA,1485,28566.632308576016
51576,Valle de Uco,Syrah,China,846,9136.819753701255
52055,Valle de Uco,Syrah,USA,1315,14315.84225008062
53138,Maipu,Syrah,China,1299,28118.10293457699
51473,Valle de Uco,Cabernet Sauvignon,USA,1402,29503.27226676439
53179,Lujan de Cuyo,Malbec,USA,1567,29128.154379711614
51037,Maipu,Chardonnay,Brasil,1161,15902.4054066153
50638,San Rafael,Syrah,USA,1015,22487.830764108596
50934,Maipu,Syrah,UK,1734,23002.76590238447
51484,Maipu,Syrah,UK,832,9578.908451614949
51166,Lujan de Cuyo,Syrah,China,1045,17415.030429113238
51615,Valle de Uco,Chardonnay,China,1702,19962.5245293331
50714,Maipu,Malbec,UK,1362,29604.38886451141
50281,Valle de Uco,Malbec,China,1908,
52262,Valle de Uco,Cabernet Sauvignon,China,2098,49304.21167264299
53132,Maipu,Malbec,China,1156,27006.51525050918
52798,San Rafael,Chardonnay,USA,1228,26121.851274316206
51727,Maipu,Chardonnay,USA,1410,31049.275745834755
52011,Maipu,Syrah,China,1352,30066.12407248891
51659,Lujan de Cuyo,Chardonnay,UK,1399,28284.56347502292
52965,Lujan de Cuyo,Chardonnay,Brasil,1381,16645.28337695585
53036,Maipu,Cabernet Sauvignon,UK,1673,41082.912601304095
53289,Maipu,Cabernet Sauvignon,China,1404,22367.287855407085
52308,Valle de Uco,Syrah,USA,1544,31079.71430698348
51736,Lujan de Cuyo,Cabernet Sauvignon,China,789,12798.922134522567
52709,San Rafael,Chardonnay,USA,1395,20918.69754229225
50038,Valle de Uco,Chardonnay,UK,1655,21112.810657063135
52608,San Rafael,Cabernet Sauvignon,China,1354,22770.08398111694
50500,Valle de Uco,Cabernet Sauvignon,China,1373,19276.48262679358
51015,Valle de Uco,Cabernet Sauvignon,USA,1006,10477.24214784915
50322,San Rafael,Malbec,China,1779,22475.646385638902
52268,Lujan de Cuyo,Cabernet Sauvignon,Brasil,817,19253.846391446823
51410,San Rafael,Malbec,China,1215,23718.089002124205
50507,San Rafael,Malbec,China,1016,18849.619019875965
51471,Maipu,Chardonnay,Brasil,1542,25627.29372580576
53176,Maipu,Syrah,China,1626,
53231,Lujan de Cuyo,Syrah,Brasil,1470,29693.025545062428
50484,Lujan de Cuyo,Malbec,China,1072,21409.420428943853
53058,Valle de Uco,Cabernet Sauvignon,China,1378,33066.444884710145
50689,Lujan de Cuyo,Chardonnay,Brasil,1591,27318.516191608225
50309,Lujan de Cuyo,Malbec,UK,2036,25113.087711220942
52065,San Rafael,Syrah,USA,1168,26667.413896629612
51960,Maipu,Syrah,USA,1475,30808.92959046873
50781,San Rafael,Malbec,UK,1131,
53344,San Rafael,Chardonnay,China,1809,34058.3955653154
50033,San Rafael,Malbec,China,902,20836.516500617105
50644,San Rafael,Cabernet Sauvignon,USA,1260,24462.272424109637
50575,Valle de Uco,Malbec,China,1348,16383.498343190357
50619,Valle de Uco,Malbec,UK,1280,16995.563788175168
50334,Valle de Uco,Syrah,Brasil,1053,12886.724580867944
51121,Valle de Uco,Chardonnay,UK,1629,24536.13345219311
53418,San Rafael,Chardonnay,Brasil,1347,22523.011297761113
53103,San Rafael,Cabernet Sauvignon,China,1097,21147.095941014533
50708,Lujan de Cuyo,Chardonnay,Brasil,1540,36117.75598626847
51096,Maipu,Chardonnay,Brasil,1087,21882.253269687895
50841,Lujan de Cuyo,Chardonnay,UK,1366,15506.750198817066
51207,Maipu,Cabernet Sauvignon,Brasil,1741,27238.31160423228
50585,Lujan de Cuyo,Malbec,Brasil,960,15733.543501210674
52075,Maipu,Cabernet Sauvignon,China,700,15738.331195602404
50192,Valle de Uco,Cabernet Sauvignon,China,1040,23255.156915752705
51773,Valle de Uco,Syrah,Brasil,1412,17452.53111859723
52147,Lujan de Cuyo,Cabernet Sauvignon,USA,1027,23790.62467630546
50040,Valle de Uco,Cabernet Sauvignon,USA,1685,20955.546843722273
52189,Lujan de Cuyo,Cabernet Sauvignon,USA,919,
51270,Lujan de Cuyo,Syrah,UK,996,20646.66535212577
51149,San Rafael,Malbec,UK,1164,25318.83020696866
53186,Maipu,Malbec,Brasil,1666,23709.47687316352
50303,San Rafael,Syrah,USA,1616,16254.96835043122
51273,Maipu,Malbec,USA,601,11557.912207541596
51446,San Rafael,Syrah,USA,1213,27037.599658054787
50737,Lujan de Cuyo,Chardonnay,UK,1824,19095.278072962392
51559,San Rafael,Malbec,UK,1081,20393.17625404619
50444,Maipu,Chardonnay,UK,1530,27276.45931043891
52704,Valle de Uco,Cabernet Sauvignon,UK,837,19701.72719233471
50214,Maipu,Syrah,China,1158,24927.033511690053
50179,San Rafael,Chardonnay,USA,986,22818.53598310255
51323,Lujan de Cuyo,Malbec,Brasil,1363,22701.517522044367
51522,Valle de Uco,Syrah,China,857,19680.01261707249
50871,Valle de Uco,Syrah,Brasil,863,20135.02083256578
50779,Maipu,Malbec,USA,1391,30560.792817412257
50843,San Rafael,Cabernet Sauvignon,China,1016,21200.86610869281
52181,Valle de Uco,Syrah,Brasil,1141,27544.225756459535
50066,Maipu,Syrah,Brasil,1296,25713.90690466182
